Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),H2NX(28),HX(9),H3NX(29),HNX(49),HOX(13),H2OX(14),NX(59),NOX2(76),NOX(27),N2X2(25),N2X(26),N2O2(46),O2X2(47)
1.2438879492119826e-07,0.05595639656,0.054,0.0,0.0,0.019924654145047405,0.8747850453049254,0.0007139079556092244,0.00016577711957490703,3.615234734482753e-12,0.06547319609539871,0.0,0.009603620464564545,2.1150321167333917e-06,1.6730593147656995e-07,4.5159857126626753e-05,1.2596176354284069e-05,5.46715281771605e-08,3.400657928385642e-08,1.3764834560484878e-05,1.6798972175713088e-05,9.549331607542097e-05,9.088004842974431e-07,3.7519362292629326e-06,1.2310644041601305e-30,5.85957134732448e-16
1.2460868113505883e-07,0.05595639656,0.054,0.0,0.0,0.019913522992660346,0.8747788300414501,0.0007151634781218347,0.0001661280448326596,3.6278163170737277e-12,0.06547240053301924,0.0,0.009614643651617169,2.1143976137960743e-06,1.6697042166291023e-07,4.5124999617291445e-05,1.2578017797391596e-05,5.46550822962786e-08,3.400365912099794e-08,1.3761099054667473e-05,1.681369110766599e-05,9.563043388241352e-05,9.083205049660162e-07,3.752046802307389e-06,1.239647907678412e-30,5.8730305861736215e-16
1.248285673489194e-07,0.05595639656,0.054,0.0,0.0,0.019902404997960896,0.8747726217624215,0.0007164182314383271,0.00016647878514297447,3.6404158705124935e-12,0.0654716054255801,0.0,0.009625653797989289,2.113762809582153e-06,1.6663603463161934e-07,4.509018532682487e-05,1.2559902693420561e-05,5.463862884775743e-08,3.400071346882873e-08,1.3757360320303487e-05,1.682837282409785e-05,9.576742992105577e-05,9.078400880095511e-07,3.7521532111868987e-06,1.2482735553724384e-30,5.886489314997227e-16
1.2504845356277996e-07,0.05595639656,0.054,0.0,0.0,0.01989130013648088,0.8747664204556203,0.0007176722155033186,0.0001668293403654309,3.653033378627477e-12,0.06547081077320294,0.0,0.00963665092792543,2.113127708637745e-06,1.6630276497010993e-07,4.505541421790567e-05,1.2541830896078414e-05,5.462216794812311e-08,3.3997742475526025e-08,1.3753618392767977e-05,1.6843017415716067e-05,9.5904304349893e-05,9.073592391468711e-07,3.7522554770018006e-06,1.2569414640760356e-30,5.899947508749749e-16
1.2548822599050107e-07,0.05595639656,0.054,0.0,0.0,0.01986912971562892,0.8747540387099698,0.0007201778756837662,0.00016752989499552512,3.678322194306206e-12,0.06546922283410397,0.0,0.00965860623514949,2.1118566345749644e-06,1.6563955627734193e-07,4.4986001393954314e-05,1.2505816639271187e-05,5.4589224257169346e-08,3.3991725053378586e-08,1.3746125098297601e-05,1.6872195586148453e-05,9.617768901137938e-05,9.0639626836415e-07,3.7524476632124253e-06,1.2744045320631373e-30,5.926862191469233e-16
1.2592799841822218e-07,0.05595639656,0.054,0.0,0.0,0.019847011535647358,0.8747416847073319,0.0007226804583258681,0.00016822970764124372,3.703682635162794e-12,0.06546763671662686,0.0,0.009680509765973578,2.1105844273176883e-06,1.6498075296869667e-07,4.491676084101443e-05,1.2469973869252245e-05,5.455625213861386e-08,3.398560802169925e-08,1.373861944897548e-05,1.690122633978352e-05,9.645058913126001e-05,9.054316375147491e-07,3.7526235272343416e-06,1.2920380471697032e-30,5.953774436397063e-16
1.263677708459433e-07,0.05595639656,0.054,0.0,0.0,0.019824945403102315,0.8747293583510063,0.0007251799631755661,0.00016892877725370928,3.7291145725895956e-12,0.06546605242162198,0.0,0.009702361712071624,2.1093111220648067e-06,1.6432631296875773e-07,4.484769225011691e-05,1.243430143829446e-05,5.452325249445399e-08,3.3979392533708606e-08,1.3731101718481629e-05,1.693011039354413e-05,9.672300597067803e-05,9.044653908251915e-07,3.752783233390673e-06,1.3098429456028223e-30,5.980684047522254e-16
1.268075432736644e-07,0.05595639656,0.054,0.0,0.0,0.019802931125575466,0.8747170595447571,0.0007276763900606453,0.00016962710281633386,3.754617878317527e-12,0.0654644699498865,0.0,0.009724162264114778,2.1080367535091263e-06,1.6367619473374065e-07,4.477879530789179e-05,1.2398798208554262e-05,5.4490226213634765e-08,3.397307972883151e-08,1.3723572176525224e-05,1.6958848460478327e-05,9.699494078754699e-05,9.034975718629476e-07,3.752926944064823e-06,1.3278201642367965e-30,6.007590830740571e-16
1.272473157013855e-07,0.05595639656,0.054,0.0,0.0,0.019780968511656536,0.8747047881928094,0.0007301697388893832,0.00017032468334430857,3.78019242441515e-12,0.06546288930216501,0.0,0.009745911611778617,2.106761355843475e-06,1.6303035724306073e-07,4.471006969670569e-05,1.2363463051968138e-05,5.44571741722837e-08,3.396667073291076e-08,1.3716031088904717e-05,1.6987441249786674e-05,9.726639483656644e-05,9.025282235472544e-07,3.753054819729831e-06,1.3459706406033619e-30,6.034494593836967e-16
1.2768708812910661e-07,0.05595639656,0.054,0.0,0.0,0.0197590573709362,0.8746925441998465,0.0007326600096492589,0.0001710215178841178,3.805838083287801e-12,0.06546131047915045,0.0,0.009767609943750106,2.1054849627694916e-06,1.6238875999117004e-07,4.4641515094789225e-05,1.2328294850152306e-05,5.442409723390218e-08,3.3960166658402714e-08,1.3708478717579095e-05,1.701588946684479e-05,9.753736936922325e-05,9.0155738815956e-07,3.7531670189771075e-06,1.3642953128819724e-30,6.061395146468126e-16
1.2856663298454886e-07,0.05595639656,0.054,0.0,0.0,0.019715388752417743,0.8746681379118837,0.0007376313173010733,0.00017241294533890266,3.8573422306583006e-12,0.06545815830975946,0.0,0.009810854310460566,2.1029293227943353e-06,1.6111812670830968e-07,4.450491761172272e-05,1.2258454885121546e-05,5.4357872058100665e-08,3.394687765764262e-08,1.3693341152819843e-05,1.7072354986729887e-05,9.80778848753474e-05,8.996114221662691e-07,3.753345013342648e-06,1.4014710010741739e-30,6.115185868214292e-16
1.294461778399911e-07,0.05595639656,0.054,0.0,0.0,0.019671923766497,0.8746438399273936,0.0007425903144523223,0.00017380137816049853,3.909129306373943e-12,0.06545501344625061,0.0,0.009853896854229502,2.1003700936657777e-06,1.5986398083664487e-07,4.4369000206494356e-05,1.2189269556249583e-05,5.429155734901406e-08,3.393322136546767e-08,1.3678161503487057e-05,1.712825058753988e-05,9.861649725374987e-05,8.976599997716392e-07,3.7534621593422837e-06,1.4393547468395807e-30,6.16896151001121e-16
1.3032572269543334e-07,0.05595639656,0.054,0.0,0.0,0.019628660925217253,0.8746196495000534,0.0007475370037268499,0.00017518680979947663,3.96119830171184e-12,0.0654518758923807,0.0,0.009896739049659103,2.0978075280772086e-06,1.586260160656195e-07,4.423376016850068e-05,1.2120730254943906e-05,5.4225159579509593e-08,3.391920621826806e-08,1.3662941733313836e-05,1.718358177697574e-05,9.915321640117647e-05,8.957034373102057e-07,3.7535196608498945e-06,1.4779540779590411e-30,6.222720614749901e-16
1.3120526755087558e-07,0.05595639656,0.054,0.0,0.0,0.01958559875597037,0.8745955658906057,0.0007524713888981069,0.00017656923416293268,4.0135482132533775e-12,0.06544874565114876,0.0,0.009939382356182741,2.095241871556324e-06,1.5740393358421611e-07,4.409919473235851e-05,1.2052828518210208e-05,5.415868503831656e-08,3.390484045551946e-08,1.3647683750402793e-05,1.723835400375878e-05,9.968805216339822e-05,8.937420418682058e-07,3.7535186942730093e-06,1.5172765316707306e-30,6.276461753649347e-16
1.324019714283687e-07,0.05595639656,0.054,0.0,0.0,0.019527328247018194,0.8745629680877532,0.0007591653358703954,0.00017844531362863178,4.085224544313897e-12,0.0654444984095634,0.0,0.009997085802999853,2.091746517794907e-06,1.5576615705140564e-07,4.391718401456171e-05,1.1961450713548126e-05,5.406812781971788e-08,3.3884745869805696e-08,1.362686578418095e-05,1.7311988839595514e-05,0.00010041273982326632,8.910661516424124e-07,3.7534255490100667e-06,1.5719532889950662e-30,6.34955028346166e-16
1.3359867530586181e-07,0.05595639656,0.054,0.0,0.0,0.0194694229027119,0.8745305648493467,0.0007658365299507435,0.00018031580260878186,4.157416566745654e-12,0.06544026471294519,0.0,0.010054427329839643,2.088246463818728e-06,1.5415652983112327e-07,4.373640967519512e-05,1.1871217252033175e-05,5.397745464608503e-08,3.386403681224406e-08,1.360598502006768e-05,1.738461229186312e-05,0.00010113398357376407,8.883825905657333e-07,3.753229111046806e-06,1.6280017083762148e-30,6.422599516879095e-16
1.3479537918335493e-07,0.05595639656,0.054,0.0,0.0,0.019411879146472612,0.8744983543746329,0.0007724849901584989,0.0001821806895528811,4.230121799916935e-12,0.0654360445625324,0.0,0.010111410481596923,2.0847422684347555e-06,1.525743616319967e-07,4.355686432893048e-05,1.1782108056379715e-05,5.3886679824971655e-08,3.3842732387150445e-08,1.3585045803417797e-05,1.7456237572930367e-05,0.00010185180776168825,8.856920554571265e-07,3.7529321145879844e-06,1.685440852691109e-30,6.495606097373879e-16
1.3599208306084804e-07,0.05595639656,0.054,0.0,0.0,0.01935469345096848,0.8744663348857082,0.000779110738887425,0.00018403996426421764,4.303337780923483e-12,0.06543183795730596,0.0,0.010168038754457806,2.0812344691537687e-06,1.5101898441132482e-07,4.337854045445869e-05,1.1694103502289642e-05,5.379581711674697e-08,3.382085110595226e-08,1.3564052315805026e-05,1.7526877704194766e-05,0.00010256623656087605,8.829952158689981e-07,3.752537211948866e-06,1.7442898126218826e-30,6.568566757455108e-16
1.3718878693834116e-07,0.05595639656,0.054,0.0,0.0,0.019297862337202924,0.8744345046271447,0.00078571380175748,0.00018589361784491422,4.377062064460147e-12,0.06542764489407946,0.0,0.010224315596792247,2.0777235830653652e-06,1.4948975145140087e-07,4.320143040726799e-05,1.160718440614755e-05,5.37048797573238e-08,3.379841090955959e-08,1.3543008582141409e-05,1.7596545519130633e-05,0.00010327729397230366,8.80292715225757e-07,3.752046976645168e-06,1.804567705365395e-30,6.641478316427698e-16
1.3838549081583427e-07,0.05595639656,0.054,0.0,0.0,0.01924138237362618,0.8744028618656242,0.0007922942074734506,0.00018774164264356825,4.451292222691781e-12,0.06542346536758482,0.0,0.010280244410024363,2.0742101076191026e-06,1.479860365317645e-07,4.302552643177703e-05,1.1521332013061983e-05,5.361388047832278e-08,3.377542918816649e-08,1.3521918477070517e-05,1.7665253666310983e-05,0.00010398500382449487,8.775851718994324e-07,3.7514639063716155e-06,1.8662936734075665e-30,6.714337678274079e-16
1.3958219469332739e-07,0.05595639656,0.054,0.0,0.0,0.01918525017526756,0.8743714048895799,0.0007988519876880541,0.00018958403220464056,4.52602584512583e-12,0.06541929937055593,0.0,0.010335828549483094,2.0706945213565304e-06,1.4650723318128652e-07,4.285082067271549e-05,1.1436527985320009e-05,5.352283152492415e-08,3.375192279901019e-08,1.3500785730709208e-05,1.7733014612337363e-05,0.0001046893897743328,8.748731802091438e-07,3.7507904258498473e-06,1.929486883356055e-30,6.787141829702274e-16
1.407788985708205e-07,0.05595639656,0.054,0.0,0.0,0.01912946240288753,0.8743401320088432,0.000805387176871737,0.0001914207812203295,4.601260538483295e-12,0.06541514689380805,0.0,0.010391071325234126,2.0671772847193525e-06,1.4505275382540825e-07,4.2677305185861125e-05,1.13527543910931e-05,5.3431744677800995e-08,3.37279080883164e-08,1.347961393513273e-05,1.7799840644625878e-05,0.00010539047530684733,8.721573114203172e-07,3.7500288895244266e-06,1.994166524687872e-30,6.859887838040677e-16
1.4197560244831361e-07,0.05595639656,0.054,0.0,0.0,0.019074015762148865,0.8743090415543001,0.000811899812185781,0.00019325188548378197,4.676993926572561e-12,0.06541100792631595,0.0,0.010445976002893596,2.063658840776251e-06,1.4362202896832948e-07,4.250497194795414e-05,1.1269993693504878e-05,5.3340631274823604e-08,3.370340091228315e-08,1.3458406550677077e-05,1.7865743874325438e-05,0.00010608828373484368,8.694381147160476e-07,3.7491815840553737e-06,2.0603518085008326e-30,6.932572849031211e-16
1.4317230632580673e-07,0.05595639656,0.054,0.0,0.0,0.019018907002810836,0.8742781318775518,0.0008183899333628761,0.00019507734184510218,4.753223650160164e-12,0.06540688245528735,0.0,0.01050054580441928,2.060139615757173e-06,1.4221450672497067e-07,4.233381286626481e-05,1.1188228740136277e-05,5.324950221857146e-08,3.3678416644705336e-08,1.3437166909508247e-05,1.793073623924693e-05,0.00010678283820075117,8.66716118017537e-07,3.7482507308407577e-06,2.1280619665624417e-30,7.005194085250903e-16
1.4436901020329984e-07,0.05595639656,0.054,0.0,0.0,0.018964132917940853,0.8742474013505853,0.0008248575825897448,0.0001968971481680982,4.829947366846221e-12,0.06540277046623516,0.0,0.010554783908885689,2.05662001977382e-06,1.408296521864072e-07,4.216381978747723e-05,1.1107442752913919e-05,5.3158367989579665e-08,3.3652970192308826e-08,1.3415898220319191e-05,1.7994829506203124e-05,0.00010747416167770353,8.639918287515732e-07,3.74723848847118e-06,2.1973162503017128e-30,7.077748844674423e-16
1.4556571408079296e-07,0.05595639656,0.054,0.0,0.0,0.01890969034313852,0.8742168483654462,0.0008313028043967197,0.00019871130328964003,4.907162750935659e-12,0.06539867194304658,0.0,0.010608693453247976,2.0531004475910354e-06,1.3946694618996122e-07,4.199498450573866e-05,1.1027619317896452e-05,5.306723869480621e-08,3.362707603985745e-08,1.3394603577869286e-05,1.805803527356483e-05,0.00010816227696537164,8.612657348925035e-07,3.746146954652769e-06,2.2681339290907015e-30,7.150234497595013e-16
1.4676241795828607e-07,0.05595639656,0.054,0.0,0.0,0.01885557615579393,0.8741864713339241,0.0008377256455523891,0.00020051980698101063,4.984867493311761e-12,0.06539458686804818,0.0,0.010662277533070207,2.0495812789139497e-06,1.381258854639381e-07,4.182729877047741e-05,1.0948742375878267e-05,5.297612404071915e-08,3.360074822374547e-08,1.3373285961710404e-05,1.8120364974971208e-05,0.00010884720669507606,8.585383055661343e-07,3.744978168453441e-06,2.340534289807204e-30,7.222648485678884e-16
1.4795912183577919e-07,0.05595639656,0.054,0.0,0.0,0.018801787274357086,0.8741562686872419,0.0008441261549614475,0.00020232265991018244,5.063059301311716e-12,0.06539051522206946,0.0,0.010715539203245139,2.0460628791642163e-06,1.3680598191671067e-07,4.16607542938855e-05,1.0870796213283247e-05,5.288503335043131e-08,3.357400035482626e-08,1.3351948241592114e-05,1.8181829880866393e-05,0.00010952897333001371,8.558099916711033e-07,3.7437341125703716e-06,2.4145366359194274e-30,7.294988320878851e-16
1.491558257132723e-07,0.05595639656,0.054,0.0,0.0,0.018748320657604234,0.8741262388757458,0.0008505043835634963,0.00020411986360473387,5.141735898600043e-12,0.06538645698450687,0.0,0.010768481478719633,2.042545600097391e-06,1.3550676123988214e-07,4.1495342757304535e-05,1.0793765452490792e-05,5.2793975640253026e-08,3.354684568995268e-08,1.3330593188339964e-05,1.824244109982452e-05,0.00011020759916064476,8.530812267640916e-07,3.742416714924491e-06,2.4901602855340517e-30,7.367251582586677e-16
1.5035252959076541e-07,0.05595639656,0.054,0.0,0.0,0.018695173303940476,0.8740963803686057,0.0008568603842379198,0.00020591142041698053,5.2208950250440074e-12,0.06538241213338325,0.0,0.010821107335176173,2.0390297797569586e-06,1.3422776349214633e-07,4.1331055818228364e-05,1.0717635043460654e-05,5.2702959567564474e-08,3.35192970675744e-08,1.3309223468763763e-05,1.8302209584970667e-05,0.00011088310631023403,8.503524279236437e-07,3.7410278503895626e-06,2.5674245708443102e-30,7.439435915359333e-16
1.5142956308050921e-07,0.05595639656,0.054,0.0,0.0,0.01864761120616584,0.8740696529271118,0.0008625618251646393,0.00020751899604650525,5.292548946229905e-12,0.0653787831935499,0.0,0.010868202496017616,2.035867058146962e-06,1.3309358705924458e-07,4.118415219420128e-05,1.064987529454974e-05,5.2621087544355726e-08,3.3494176753985774e-08,1.3289980305924648e-05,1.8355289610870983e-05,0.00011148841442430492,8.478968113452682e-07,3.739718277014838e-06,2.638381160851898e-30,7.504332437805289e-16
1.5250659657025301e-07,0.05595639656,0.054,0.0,0.0,0.018600303178028993,0.8740430619271329,0.0008682453469033751,0.00020912200305839006,5.364590273278349e-12,0.0653751650600191,0.0,0.010915045851830816,2.0327060110833272e-06,1.319751127174378e-07,4.1038146618581475e-05,1.0582822371440978e-05,5.25392618185519e-08,3.3468756271080456e-08,1.3270729157015569e-05,1.840770353271564e-05,0.00011209123008307672,8.454417732466794e-07,3.738353589640795e-06,2.7106964479132068e-30,7.569161548282968e-16
1.5358363005999681e-07,0.05595639656,0.054,0.0,0.0,0.01855324711102387,0.8740166062906519,0.0008739109916860504,0.0002107204447529688,5.4370173917179275e-12,0.06537155771413426,0.0,0.010961639492957236,2.029546859197356e-06,1.3087203204788433e-07,4.0893032982794945e-05,1.0516465950300103e-05,5.245748806139059e-08,3.344304423195296e-08,1.325147177309571e-05,1.845945901715726e-05,0.00011269156906496127,8.429875855258611e-07,3.7369350522017453e-06,2.7843845505422655e-30,7.633921660520182e-16
1.5466066354974061e-07,0.05595639656,0.054,0.0,0.0,0.018506440920990852,0.8739902849512897,0.0008795588028029078,0.00021231432489283056,5.5098286973979655e-12,0.06536796113647297,0.0,0.01100798548561141,2.0263898160512863e-06,1.2978404480279522e-07,4.074880517589435e-05,1.0450795901561049e-05,5.237577167576461e-08,3.341704898604508e-08,1.323220984700528e-05,1.8510563632491083e-05,0.00011328944704117004,8.405345101903274e-07,3.735463898579907e-06,2.8594595954831113e-30,7.698611230050777e-16
1.5573769703948442e-07,0.05595639656,0.054,0.0,0.0,0.018459882547743632,0.8739640968541448,0.0008851888245568644,0.0002139036476859474,5.583022596415749e-12,0.06536437530687624,0.0,0.011054085872251164,2.0232350880326597e-06,1.2871085797616373e-07,4.0605457087606895e-05,1.0385802285738046e-05,5.2294117940374e-08,3.339077872905019e-08,1.3212945020252692e-05,1.8561024848170807e-05,0.0001138848795727697,8.38082799942419e-07,3.733941333267529e-06,2.93593571536337e-30,7.763228751470467e-16
1.5681473052922822e-07,0.05595639656,0.054,0.0,0.0,0.01841356995470622,0.8739380409556332,0.0008908011022199996,0.00021548841776970144,5.656597505043327e-12,0.06536080020447609,0.0,0.011099942671928714,2.020082873804543e-06,1.2765218619822688e-07,4.046298261136046e-05,1.032147534944579e-05,5.2212531993026095e-08,3.336424143251964e-08,1.3193678879124054e-05,1.8610850042119603e-05,0.00011447788211081249,8.356326992859108e-07,3.7323685314118498e-06,3.013827047599449e-30,7.827772754423943e-16
1.5789176401897202e-07,0.05595639656,0.054,0.0,0.0,0.01836750112855918,0.8739121162233355,0.0008963956819906249,0.00021706864019501088,5.730551849655323e-12,0.06535723580772305,0.0,0.011145557880645064,2.0169333656968433e-06,1.2660775150908092e-07,4.032137564608825e-05,1.0257805520651168e-05,5.213101867298525e-08,3.3337444801511867e-08,1.3174412957662223e-05,1.866004649827106e-05,0.0001150684699992354,8.331844437409458e-07,3.730746640726714e-06,3.0931477367397812e-30,7.892241808247275e-16
1.5896879750871582e-07,0.05595639656,0.054,0.0,0.0,0.018321674078889565,0.8738863216358417,0.000901972610951542,0.00021864432041088686,5.804884066657208e-12,0.0653536820944129,0.0,0.011190933471699827,2.0137867499930112e-06,1.2557728265233377e-07,4.018063009867547e-05,1.0194783404670442e-05,5.204958263733136e-08,3.331039638561845e-08,1.3155148742796861e-05,1.8708621404136475e-05,0.00011565665847547975,8.307382599037056e-07,3.7290767825288622e-06,3.173911932848906e-30,7.956634521217778e-16
1.6004583099845962e-07,0.05595639656,0.054,0.0,0.0,0.018276086837835322,0.8738606561825998,0.0009075319370281457,0.00022021546424932256,5.8795926024135425e-12,0.06535013904171419,0.0,0.011236071396032169,2.0106432049009685e-06,1.2456051495231304e-07,4.004073988680596e-05,1.0132399780405807e-05,5.196822875457479e-08,3.328310367133585e-08,1.3135887672911647e-05,1.8756581860733116e-05,0.0001162424626656862,8.282943680859623e-07,3.727360050067236e-06,3.256133784913535e-30,8.020949527981013e-16
1.6101516113922905e-07,0.05595639656,0.054,0.0,0.0,0.01823526174872967,0.8738376668578797,0.0009125203202908924,0.00022162562021885043,5.947150761018696e-12,0.06534695938975131,0.0,0.011276493917576206,2.0078167829607244e-06,1.236569255444899e-07,3.9915564990369905e-05,1.007679294392431e-05,5.189508395149156e-08,3.325833717037724e-08,1.3118556548558006e-05,1.8799226714213318e-05,0.00011676766028939695,8.260969998080671e-07,3.7257757974835653e-06,3.331391450814576e-30,8.078765502748554e-16
1.6198449127999845e-07,0.05595639656,0.054,0.0,0.0,0.018194627925162257,0.8738147806003356,0.0009174945207378519,0.00022303211150789094,6.015011368662326e-12,0.06534378833642199,0.0,0.01131672688290076,2.004993111243008e-06,1.2276404170364514e-07,3.9791073582649765e-05,1.0021689467287417e-05,5.182201221239933e-08,3.323338363221929e-08,1.3101230081962551e-05,1.8841384590546744e-05,0.00011729094968732941,8.239018079445199e-07,3.7241552052500648e-06,3.407851610073389e-30,8.136516523645321e-16
1.6295382142076786e-07,0.05595639656,0.054,0.0,0.0,0.018154183978110097,0.8737919966952539,0.0009224545749103184,0.00022443494310872526,6.08317331315204e-12,0.06534062586387261,0.0,0.011356771669085216,2.002172307659596e-06,1.2188168390023852e-07,3.9667261258921186e-05,9.96708297339024e-06,5.1749016581625e-08,3.320824804975563e-08,1.3083909227508198e-05,1.888306048168154e-05,0.00011781234166542619,8.217089369688559e-07,3.72249901920716e-06,3.485524587085567e-30,8.194201669941236e-16
1.6392315156153726e-07,0.05595639656,0.054,0.0,0.0,0.018113928532533744,0.8737693144346854,0.0009274005198113472,0.0002258341202310854,6.151635488652515e-12,0.065337471953897,0.0,0.011396629639346113,1.9993544864594723e-06,1.2100967652598185e-07,3.9544123625839064e-05,9.91296718930441e-06,5.167609997155953e-08,3.3182935298966085e-08,1.3066594912271636e-05,1.892425932212547e-05,0.00011833184696051916,8.195185265147374e-07,3.7208079699104685e-06,3.564420708238922e-30,8.251820043183791e-16
1.6489248170230666e-07,0.05595639656,0.054,0.0,0.0,0.018073860227191967,0.8737467331173631,0.0009323323928855973,0.00022722964829471328,6.220396795644139e-12,0.06533432658794934,0.0,0.011436302143219416,1.9965397587406387e-06,1.201478478463657e-07,3.942165630214384e-05,9.859335944046307e-06,5.1603265217057775e-08,3.315745014463072e-08,1.3049288035857726e-05,1.896498599043585e-05,0.00011884947624074852,8.173307117123917e-07,3.7190827728068115e-06,3.644550301340886e-30,8.309370766017599e-16
1.6586181184307607e-07,0.05595639656,0.054,0.0,0.0,0.01803397771445952,0.8737242520486204,0.0009372502320002568,0.00022862153292223185,6.289456140881714e-12,0.06533118974715661,0.0,0.011475790516740686,1.9937282319665447e-06,1.192960297997102e-07,3.929985491998822e-05,9.806183166953971e-06,5.1530515058339197e-08,3.3131797247229766e-08,1.303198947227939e-05,1.900524530985245e-05,0.00011936524010468148,8.151456233679861e-07,3.717324128596944e-06,3.7259236953561375e-30,8.36685298178671e-16
1.6683114198384547e-07,0.05595639656,0.054,0.0,0.0,0.017994279660149756,0.8737018705403137,0.0009421540754263342,0.00023000977993220304,6.358812437353313e-12,0.0653280614123307,0.0,0.011515096082620475,1.9909200100112755e-06,1.1845405799872423e-07,3.9178715125837436e-05,9.753502885717338e-06,5.1457852143480296e-08,3.3105981159668195e-08,1.301470006956024e-05,1.9045042049083916e-05,0.00011987914908267545,8.129633880324009e-07,3.715532723645469e-06,3.8085512201486654e-30,8.424265854144056e-16
1.6780047212461488e-07,0.05595639656,0.054,0.0,0.0,0.017954764743337622,0.8736795879107426,0.000947043961820497,0.00023139439533234556,6.428464604239276e-12,0.06532494156398046,0.0,0.011554220150419608,1.988115193650476e-06,1.1762177154504422e-07,3.905823258109666e-05,9.701289224266267e-06,5.138527904515577e-08,3.3080006335859546e-08,1.2997420651557447e-05,1.9084380922797817e-05,0.00012039121363624192,8.107841281608529e-07,3.7137092303077325e-06,3.892443206228525e-30,8.481608566660707e-16
1.6876980226538428e-07,0.05595639656,0.054,0.0,0.0,0.017915431656187385,0.8736574034845727,0.0009519199302072617,0.0002327753853129446,6.498411566871472e-12,0.06532183018232333,0.0,0.011593164016719544,1.985313880460347e-06,1.1679901302177366e-07,3.893840296288583e-05,9.649536400877458e-06,5.1312798247443324e-08,3.305387712722236e-08,1.298015201750926e-05,1.9123266592581923e-05,0.00012090144415928654,8.086079622147927e-07,3.711854307250839e-06,3.9776099845028314e-30,8.538880322448181e-16
1.6973913240615369e-07,0.05595639656,0.054,0.0,0.0,0.017876279103781662,0.8736353165927604,0.0009567820199619644,0.00023415275624047893,6.568652256692714e-12,0.06531872724729665,0.0,0.011631928965291957,1.9825161648115963e-06,1.1598562830391733e-07,3.881922196483957e-05,9.598238726366271e-06,5.124041215723744e-08,3.302759779121528e-08,1.2962894944054772e-05,1.9161703667238337e-05,0.0001214098509773826,8.064350047822503e-07,3.7099685998124085e-06,4.064061886031364e-30,8.596080343786158e-16
1.707084625469231e-07,0.05595639656,0.054,0.0,0.0,0.017837305803955445,0.8736133265724766,0.0009616302707941513,0.00023552651465144682,6.63918561121645e-12,0.06531563273856868,0.0,0.011670516267262596,1.9797221380656145e-06,1.1518146658317047e-07,3.8700685297692195e-05,9.5473906022203e-06,5.116812310393201e-08,3.3001172487703996e-08,1.2945650184290177e-05,1.919969670386114e-05,0.00012191644434929721,8.042653666837216e-07,3.7080527402951387e-06,4.1518092417862065e-30,8.653207871758322e-16
1.716777926876925e-07,0.05595639656,0.054,0.0,0.0,0.01779851048713034,0.873591432767034,0.0009664647227317072,0.00023689666724637765,6.710010573986484e-12,0.0653125466355489,0.0,0.011708927181275903,1.9769318887490957e-06,1.1438638015129894e-07,3.858278868995869e-05,9.496986518884361e-06,5.109593334236457e-08,3.297460528810419e-08,1.2928418470362602e-05,1.9237250207964616e-05,0.00012242123446574345,8.020991550939919e-07,3.7061073483150687e-06,4.24086238241591e-30,8.710262165894602e-16
1.726471228284619e-07,0.05595639656,0.054,0.0,0.0,0.01775989189615458,0.8735696345258136,0.0009712854161051295,0.0002382632208840049,6.781126094537072e-12,0.06530946891739861,0.0,0.011747162953652763,1.9741455024203155e-06,1.1360022447757916e-07,3.8465527888530304e-05,9.447021054018988e-06,5.1023845051084704e-08,3.294790016913899e-08,1.2911200511588985e-05,1.9274368634764324e-05,0.000122924231451707,7.999364736242331e-07,3.7041330310551557e-06,4.3312316380133514e-30,8.767242503821725e-16
